年 year
投資 investments
海洋 oceans
海洋 ocean
類型 genre
類型 type
類型 types
機會 chance
機會 opportunity
機會 opportunities
錯誤 mistake
錯誤 wrong
錯誤 mistakes
錯誤 error
儀 yee
總部 hq
總部 headquarters
總部 headquarter
健康 healthy
健康 health
股 unit
身高 height
熱 hot
熱 heat
空中 aerial
空中 airborne
空中 air
工人 workers
工人 worker
輕 light
輕 lighter
經常 frequently
經常 regular
經常 often
經常 frequent
臺 terrace
滿 mitsuru
滿 full
負 negative
粵語 cantonese
亨利 henry
交易 transaction
交易 trading
交易 deal
交易 transactions
黑色 black
爆炸 blast
爆炸 explosion
爆炸 detonation
喜歡 like
各種 assorted
警方 police
十七 seventeen
尹 yoon
能量 energy
酒 alcohol
酒 wine
地面 surface
地面 ground
太平 taiping
普遍 universal
十年 decade
然後 then
十四 fourteen
鬼 ghost
昆 kun
中山 zhongshan
鼠 rat
鼠 mouse
鼠 mice
必要 necessary
俄 russia
彩 chae
山西 shanxi
南極洲 antarctica
南極洲 antarctic
呂 lü
小型 small
退出 quit
退出 exit
以色列 israel
兒童 children
兒童 child
一切 everything
東部 east
東部 eastern
逐漸 gradual
逐漸 gradually
博物館 museums
博物館 museum
固定 fixed
固定 stationary
對話 conversation
對話 dialogue
對話 dialogues
對話 dialog
對話 conversations
琴 violin
階段 phase
階段 phases
階段 stages
階段 stage
江西 jiangxi
游 swim
游 tour
游 swimming
薛 xue
病 ill
病 illness
病 disease
病 sick
病 sickness
問 ask
翡翠 jade
維持 maintain
維持 maintaining
維持 maintenance
格式 formatting
格式 formats
格式 format
事故 accident
事故 accidents
臺北 taipei
互 mutual
刺 stab
藝人 artiste
藝人 entertainers
藝人 artist
藝人 artists
藝人 entertainer
天使 angels
天使 angel
表面 surface
池 pond
池 ji
池 pool
陸 lu
圖片 picture
圖片 pictures
圖片 image
圖片 images
建設 construction
風暴 storms
風暴 storm
定義 definition
定義 define
定義 defining
定義 definitions
步兵 infantry
指定 specifies
指定 designation
指定 designated
指定 specify
解決 resolve
解決 solve
熊 bears
熊 xiong
熊 bear
休 hugh
國語 mandarin
火箭 rockets
火箭 rocket
騎士 knight
騎士 cavs
騎士 knights
指揮 command
指揮 conductor
安排 arrange
安排 arrangements
安排 arrangement
實 minoru
象 elephants
象 elephant
明星 star
明星 stars
爆發 outbreak
爆發 eruption
現任 current
現任 present
潮 tide
你的 your
匈牙利 hungary
匈牙利 hungarian
羊 sheep
羊 goat
河流 river
河流 rivers
出席 attending
出席 attended
改造 makeover
改造 remodel
車輛 vehicles
車輛 vehicle
京都 kyoto
五月 may
上午 morning
河北 hebei
馮 feng
使用者 user
使用者 users
鄧 deng
機械 machine
機械 machinery
機械 mechanical
爭議 disputed
爭議 controversy
爭議 disputes
爭議 controversies
爭議 controversial
爭議 dispute
發射 launch
首先 first
入侵 invasion
入侵 incursions
同盟 league
同盟 alliances
同盟 alliance
同盟 allies
轉換 convert
轉換 conversion
轉換 transform
轉換 converting
轉換 transformation
疑似 suspected
唱 sing
蕭 shaw
血 blood
努力 efforts
事情 things
監督 oversight
監督 supervised
監督 supervision
監督 surveillance
軌道 track
軌道 orbital
軌道 tracks
軌道 orbit
軌道 orbits
今日 today
狼 wolf
尼斯 nice
部門 department
部門 sector
汗 sweating
汗 khan
汗 sweat
汗 sweaty
沿 along
南極 antarctic
南極 antarctica
綜合 synthesis
廣播 broadcast
廣播 broadcasting
廣播 radio
河畔 nad
比例 ratio
比例 proportions
比例 proportion
比例 proportional
偶像 idols
偶像 idol
側 lateral
側 side
怡 jardine
父母 parents
父母 parent
它們 they
鍾 clock
選區 constituencies
選區 constituency
廖 liao
渡 wataru
飛行 flying
飛行 flight
統一 unified
統一 unity
統一 reunification
統一 unification
統一 harmonization
冬 winter
大獎 jackpot
恢復 restore
恢復 restoration
恢復 recovery
恢復 resume
綠 midori
綠 green
設施 facilities
設施 amenities
設施 installations
設施 facility
退役 decommissioning
退役 retired
退役 decommissioned
框 box
框 frames
框 frame
住宅 dwelling
住宅 residential
住宅 residences
住宅 residence
伊朗 iran
伊朗 iranian
圍 wai
莊 banker
莊 zhuang
混合 hybrid
混合 mix
混合 blending
混合 mixed
混合 blend
混合 mixing
殺 kill
殺 slay
山脈 mountains
山脈 range
上海市 shanghai
莫斯科 moscow
食品 food
食品 foods
食品 foodstuffs
王國 kingdom
王國 realm
王國 kingdoms
希臘 greek
希臘 greece
深度 depths
深度 depth
高雄 kaohsiung
法案 bill
法案 bills
有限 limited
有限 finite
學者 academics
學者 scholar
學者 scholars
戰士 soldier
戰士 warrior
被迫 forced
湖北 hubei
合成 synthetic
合成 composite
合成 synthesis
四十 forty
傅 fu
基因 gene
基因 genes
罪 sin
罪 sins
鳥 bird
鳥 birds
教練 coach
展示 showcase
展示 show
展示 display
湘 xiang
槍 gun
錦 kam
只要 just
義大利 italy
義大利 italian
讀 read
讀 reading
很快 soon
成都 chengdu
追 chase
厚 thick
拍 shoot
統治 reign
藩 domain
部落 tribe
部落 tribal
部落 tribes
圓 circle
圓 round
幫助 help
教會 churches
教會 church
連結 connecting
連結 link
連結 connect
設定 set
設定 setting
設定 settings
記者 reporters
記者 journalist
記者 reporter
數量 quantities
數量 quantity
星系 galaxies
星系 galaxy
鳳 phoenix
假 false
假 fake
感 sense
留下 stay
方便 convenient
領 collar
程式 program
程式 programs
校長 headmaster
校長 principal
合理 reasonable
挪威 norwegian
挪威 norway
步 step
勇 yong
所在地 location
解釋 explanations
解釋 explanation
解釋 explain
十九 nineteen
刀 sword
刀 knife
批評 criticism
批評 criticisms
批評 criticize
太子 prince
紀 ji
檔案 files
檔案 archives
檔案 file
檔案 archive
爵士 jazz
狗 dog
狗 dogs
國會 parliament
國會 congress
病毒 virus
病毒 viruses
富士 fuji
阿根廷 argentina
當選 elected
創 tron
計算 calculate
計算 calculating
計算 computing
計算 calculation
計算 calculations
對手 rival
對手 opponents
對手 rivals
對手 opponent
碧 bea
湯 soup
一天 day
艦隊 fleet
廣州 guangzhou
錢 money
碑 stele
碑 monument
食用 edible
晉 jin
晉 jinn
廣東 guangdong
廣東 cantonese
棒球 baseball
中立 neutrality
中立 neutral
質量 mass
質量 quality
化石 fossils
化石 fossil
持有 possession
持有 holdings
持有 holding
理解 understood
理解 understanding
其實 actually
波蘭 poland
美洲 america
美洲 americas
恆星 stellar
恆星 star
恆星 stars
淑 sook
部長 minister
挑戰 challenges
挑戰 challenge
挑戰 challenging
東方 dongfang
東方 east
東方 oriental
東方 orient
東方 eastern
賈 jia
羽毛球 badminton
幾乎 almost
阿拉 allah
玲 ling
消失 disappear
例子 examples
司令 commander
月球 lunar
月球 moon
地圖 map
地圖 maps
杭州 hangzhou
女兒 daughter
結婚 marriage
岳 yue
引用 quoted
引用 quote
引用 quotes
官員 officials
請求 requests
請求 request
殖民地 colonies
殖民地 colony
原子 atoms
原子 atomic
原子 atom
菲律賓 philippines
觀眾 spectators
觀眾 audience
觀眾 audiences
觀眾 viewers
進攻 attack
珊 sun
貓 cats
貓 cat
吸引 attraction
吸引 attracted
吸引 attract
吸引 attracting
測試 test
測試 tests
測試 testing
專業 professional
專業 profession
專業 specialty
旅遊 tour
旅遊 travel
旅遊 tourism
旅遊 tourist
旅遊 traveling
石油 oil
石油 petroleum
浪 waves
浪 wave
需求 need
需求 needs
需求 demand
內部 interior
內部 inside
內部 internal
內部 internally
浦 pu
失 lost
集合 gather
方言 dialect
方言 dialects
日文 japanese
特里 terry
犯罪 crimes
犯罪 crime
君主 monarch
君主 monarchy
君主 sovereign
公爵 duke
降低 decrease
私人 private
軟體 software
每日 everyday
每日 daily
拒絕 decline
拒絕 denial
拒絕 rejection
原始 raw
原始 primitive
原始 original
尖 pointy
潭 tam
警告 warning
警告 warnings
俱樂部 club
俱樂部 clubs
敗 defeat
貿易 trading
貿易 trade
減少 decline
減少 reduce
減少 reduction
減少 decrease
減少 reducing
減少 reduced
知名度 visibility
身體 body
硬 hard
碼頭 dock
碼頭 wharf
碼頭 pier
女主角 heroine
女主角 actress
邱 qiu
恐怖 terror
恐怖 horror
柴油 diesel
肖 shaw
園 garden
生於 born
風格 styles
風格 style
這裡 here
長度 lengths
長度 length
勝利 win
勝利 victory
勝利 triumph
女王 queen
蒙特 mont
天皇 emperor
每天 everyday
邀請 invite
邀請 inviting
邀請 invited
邀請 invitations
邀請 invitation
邀請 invites
傳說 legend
傳說 legends
變化 changes
舞台 arena
舞台 stage
實際 actual
食物 food
食物 foods
延伸 stretch
延伸 extending
延伸 extended
延伸 extend
延伸 extension
廠 plant
廠 factory
菊 ju
推 push
意外 accident
羽 feather
前鋒 vanguard
前鋒 striker
收費 charges
收費 charge
收費 fee
收費 charging
收費 fees
巷 lane
巷 alley
翔 xiang
翔 shang
翔 sho
圖書館 libraries
圖書館 library
突破 breakthrough
突破 breaking
人生 life
回應 responding
通用 generic
通用 common
修正 amendment
修正 amendments
修正 amend
天文 astronomical
天文 astronomy
原創 originality
原創 original
地鐵 subway
地鐵 metro
先後 successively
先後 successive
瓜 melon
司法 justice
花園 garden
花園 gardens
玄 xuan
玄 hyun
實驗 experiments
實驗 experiment
實驗 experimental
課程 course
課程 curriculum
課程 courses
課程 curricula
估計 estimated
估計 estimations
估計 estimates
估計 estimating
估計 estimate
估計 estimation
箱 box
規劃 planning
伏 volt
配置 configuration
配置 configure
後衛 defender
國內 domestically
國內 domestic
海南 hainan
柴 chai
個月 month
現場 scene
尤其是 especially
津 tsu
十字 cross
信仰 faith
信仰 belief
信仰 beliefs
反應 react
反應 reaction
反應 reactions
賞 reward
卒 pawn
文明 civilization
安徽 anhui
價值 values
價值 value
本地 locally
本地 local
案件 case
銷售 selling
銷售 sales
銷售 sale
旅行 travel
旅行 travelling
旅行 traveling
旅行 trip
小姐 miss
多個 multiple
考慮 consider
靖 jing
波斯 persian
退休 retiring
退休 retirement
退休 retired
路易 louis
冬季 winter
步槍 rifles
步槍 rifle
捷運 mrt
捷運 metro
棋 chess
棋 shogi
久 long
機器 machine
機器 machines
通道 channel
通道 passage
墨 ink
疾病 illness
疾病 disease
疾病 diseases
疾病 sickness
含有 contains
逮捕 arrest
逮捕 arrests
英里 miles
心理 psychological
心理 psychology
心理 mental
氣旋 cyclone
氣旋 cyclones
生成 generating
生成 generate
生成 generated
生成 generates
每個 every
每個 each
失敗 fail
失敗 failed
失敗 failure
嘴 mouth
捷克 czech
數位 digital
馬來西亞 malaysia
協議 agreement
支流 tributaries
投降 surrender
蕾 lei
蕾 ree
郎 lang
四月 april
蛋白 protein
蛋白 proteins
條件 conditional
條件 conditions
條件 condition
蘇格蘭 scotland
印尼 indonesian
下降 decline
下降 drop
名單 list
名單 lists
隊長 captain
霸 bak
高清 hd
戲劇 drama
戲劇 theater
戲劇 theatre
創建 create
創建 creation
創建 creating
牙 teeth
牙 tooth
吃 eating
吃 eat
首席 chief
可靠 reliable
強烈 strong
芝加哥 chicago
運作 functioning
女人 woman
滕 teng
濟 je
華人 chinese
繼承 succession
繼承 inherit
繼承 inheritance
淡水 freshwater
資源 resource
資源 resources
平面 flat
平面 plane
重量 weights
重量 weight
依然 still
化學 chemical
化學 chemistry
乾 dry
蔣 chiang
房屋 house
房屋 houses
共識 consensus
基金會 foundation
基金會 foundations
老師 teacher
經紀 brokerage
經紀 broker
經紀 brokers
五十 fifty
堅 caine
刻 engraved
刻 carving
合約 contracts
合約 contract
平原 plain
平原 plains
證明 proof
佔領 occupy
佔領 occupation
領導 leading
領導 leadership
蓮 lotus
蓮 lian
幸福 happiness
幸福 happy
靜 jing
弟弟 brother
引入 introducing
引入 introduce
貝爾 bell
城堡 castle
奧運 olympic
奧運 olympics
歡迎 welcome
泰國 thailand
影像 images
影像 image
影像 imaging
凌 ling
凌 ram
院士 academician
壽 shou
吻 kisses
吻 kiss
火山 volcano
火山 volcanic
火山 volcanoes
廟 temple
阿拉伯 arabia
阿拉伯 arab
腳 feet
腳 foot
產業 industries
產業 industry
產業 estate
一致 unanimity
生存 survival
棒 great
裝置 device
裝置 installations
裝置 devices
現象 phenomena
現象 phenomenon
基於 based
女孩 girl
女孩 girls
年輕 young
藤 vine
藤 rattan
早上 morning
商品 product
商品 goods
商品 commodities
商品 products
商品 merchandise
受傷 injured
評論 comment
評論 comments
主張 advocate
狀況 status
狀況 condition
放棄 discard
小組 panel
承認 recognition
年齡 age
年齡 ages
汀 ting
廣泛 widespread
廣泛 extensive
地名 toponymy
地名 toponyms
嶺 ridge
更改 modify
更改 changes
更改 change
序 prologue
派遣 dispatch
曉 hiu
泥 mud
泥 clay
葵 kwai
葵 aoi
中期 midterm
研究生 postgraduate
研究生 graduate
提及 mentions
提及 mention
訪問 visit
訪問 visits
儘管 although
拳 fist
利益 interests
霞 xia
霞 kasumi
伊拉克 iraq
奧林匹克 olympic
最低 lowest
衛星 satellites
衛星 satellite
衛星 moons
純 pure
海上 sea
正面 positive
愛情 love
島嶼 island
島嶼 islands
粗 rough
生日 birthdays
生日 birthday
蟹 crabs
蟹 crab
邨 estate
放送 broadcasting
理想 ideals
理想 ideal
桃 peach
忽略 ignore
忽略 ignored
忽略 neglect
忽略 ignoring
農業 agricultural
農業 farming
農業 agriculture
荃 tsuen
活 live
舞蹈 dance
舞蹈 dancing
民主黨 democrats
誠 makoto
丸 maru
丸 pills
衝突 conflicts
衝突 clashes
衝突 clash
衝突 conflict
湖泊 lake
湖泊 lakes
確認 confirmed
確認 confirmation
確認 confirm
簡 jane
調整 adjustments
調整 adjusting
調整 adjustment
調整 adjust
調整 realignment
崖 cliffs
崖 bluff
崖 cliff
犬 dog
犬 canine
犬 dogs
編劇 screenplay
編劇 writer
編劇 screenwriter
版權 copyrights
版權 copyright
勳 hoon
冷 cold
粒子 particles
粒子 particulates
粒子 particle
婚姻 marriage
婚姻 marriages
最新 newest
最新 latest
成本 cost
成本 costs
祿 loc
祿 roku
接收 receive
接收 receiving
接收 reception
數字 figures
數字 number
數字 numbers
常見 common
愛爾蘭 irish
愛爾蘭 ireland
第九 ninth
冰川 glacier
冰川 glaciers
通知 notifications
通知 notice
通知 notification
鼓 drum
鼓 drums
裝甲 armor
裝甲 armour
裝甲 armored
裝甲 armoured
惡 evil
拉丁 latin
邵 shao
邵 shaw
政治家 politicians
政治家 politician
上升 rise
上升 rising
丈夫 husband
布朗 brown
重要性 importance
黃金 golden
黃金 gold
醫學 medicine
醫學 medical
